OPENING_ID,SITE_PREP_,SITEPr_1_Meth,SITE_PREP1,SITE_PRE_1,SITE_PRE_2,SITEPr_2_Meth,SITE_PRE_3,SITE_PRE_4,SITE_PRE_5,SITEPr_3_Type,SITEPr_3_Meth,SITEPr_3_Area,SITEPr_3_Date,SITEPr_4_Type,SITEPr_4_Meth,SITEPr_4_Area,SITEPr_4_Date,SITEPr_5_Type,SITEPr_5_Meth,SITEPr_5_Area,SITEPr_5_Date,SITEPr_6_Type,SITEPr_6_Meth,SITEPr_6_Area,SITEPr_6_Date,SITEPr_7_Type,SITEPr_7_Meth,SITEPr_7_Area,SITEPr_7_Date,SITEPr_8_Type,SITEPr_8_Meth,SITEPr_8_Area,SITEPr_8_Date,SITEPr_9_Type,SITEPr_9_Meth,SITEPr_9_Area,SITEPr_9_Date,SITEPr_10_Type,SITEPr_10_Meth,SITEPr_10_Area,SITEPr_10_Date,PLANTING_1,PLANTING_2,PLANTING_3,PLANT_1_SP1,PLANT_1_NUM2,PLANT_1_SP2,PLANT_1_NUM2,PLANT_1_SP3,PLANT_1_NUM3,PLANT_1_SP4,PLANT_1_NUM4,PLANT_1_SP5,PLANT_1_NUM5,PLANT_1_SP6,PLANT_1_NUM6,PLANT_1_SP7,PLANT_1_NUM7,PLANT_1_SP8,PLANT_1_NUM8,PLANT_1_SP9,PLANT_1_NUM9,PLANT_1_SP10,PLANT_1_NUM10,PLANT_1_SP11,PLANT_1_NUM11,PLANT_1_SP12,PLANT_1_NUM12,PLANT_1_SP13,PLANT_1_NUM13,PLANT_1_SP14,PLANT_1_NUM14,PLANTING_4,PLANTING_5,PLANTING_6,PLANT_2_SP1,PLANT_2_NUM1,PLANT_2_SP2,PLANT_2_NUM2,PLANT_2_SP3,PLANT_2_NUM3,PLANT_2_SP4,PLANT_2_NUM4,PLANT_2_SP5,PLANT_2_NUM5,PLANT_2_SP6,PLANT_2_NUM6,PLANT_2_SP7,PLANT_2_NUM7,PLANT_2_SP8,PLANT_2_NUM8,PLANT_2_SP9,PLANT_2_NUM9,PLANT_2_SP10,PLANT_2_NUM10,PLANT_2_SP11,PLANT_2_NUM11,PLANT_2_SP12,PLANT_2_NUM12,PLANT_2_SP13,PLANT_2_NUM13,PLANT_2_SP14,PLANT_2_NUM14,PLANT_2_SP15,PLANT_2_NUM15,PLANT_2_SP16,PLANT_2_NUM16,PLANT_2_SP17,PLANT_2_NUM17,PLANT_2_SP18,PLANT_2_NUM18,PLANT_2_SP19,PLANT_2_NUM19,PLANT_2_SP20,PLANT_2_NUM20,PLANT_2_SP21,PLANT_2_NUM21,PLANT_2_SP22,PLANT_2_NUM22,PLANT_2_SP23,PLANT_2_NUM23,PLANT_2_SP24,PLANT_2_NUM24,PLANT_2_SP25,PLANT_2_NUM25,PLANT_2_SP26,PLANT_2_NUM26,PLANT_2_SP27,PLANT_2_NUM27,PLANT_2_SP28,PLANT_2_NUM28,PLANT_2_SP29,PLANT_2_NUM29,PLANT_2_SP30,PLANT_2_NUM30,PLANTING_C,PLANT_3_Type,PLANT_3_Meth,PLANT_3_Area,PLANT_3_Date,PLANT_3_SP1,PLANT_3_NUM1,PLANT_3_SP2,PLANT_3_NUM2,PLANT_3_SP3,PLANT_3_NUM3,PLANT_3_SP4,PLANT_3_NUM4,PLANT_4_Type,PLANT_4_Meth,PLANT_4_Area,PLANT_4_Date,PLANT_4_SP1,PLANT_4_NUM1,PLANT_4_SP2,PLANT_4_NUM2,PLANT_4_SP3,PLANT_4_NUM3,PLANT_4_SP4,PLANT_4_NUM4,PLANT_4_SP5,PLANT_4_NUM5,PLANT_5_Type,PLANT_5_Meth,PLANT_5_Area,PLANT_5_Date,PLANT_5_SP1,PLANT_5_NUM1,PLANT_5_SP2,PLANT_5_NUM2,PLANT_6_Type,PLANT_6_Meth,PLANT_6_Area,PLANT_6_Date,PLANT_6_SP1,PLANT_6_NUM1,PLANT_6_SP2,PLANT_6_NUM2
1648501,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648502,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1648908,ME,CHAIN,20.2,22/06/2015,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649158,ME,CHAIN,100.5,10/07/2015,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649159,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649162,ME,CHAIN,76,26/06/2015,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649162,ME,CHAIN,76,26/06/2015,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649163,ME,CHAIN,75.3,26/06/2015,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649167,ME,CHAIN,42.4,07/10/2015,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649171,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649440,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649443,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649451,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649452,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649453,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649708,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,FP,8.3,18/05/2019,SX,6213,PLI,7086,,,,,,,,,,,,,,,,,,,,,,,,,PL,9.4,04/06/2017,SX,3810,PLI,6245,SX,1725,SX,1575,PLI,9165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PL,PL,12.9,25/06/2020,SX,420,PLI,20790,SX,4725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649717,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,16.5,06/06/2017,PLI,20790,SX,5040,,,,,,,,,,,,,,,,,,,,,,,,,PL,7.6,05/05/2019,SX,2835,PLI,10230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,PL,PL,16.5,06/06/2017,PLI,12285,SX,4062,SX,3780,PLI,18560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649732,ME,DISC,23.1,25/09/2018,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,23.1,04/06/2017,PLI,630,SX,8520,PLI,36540,,,,,,,,,,,,,,,,,,,,,,,PL,23.1,09/05/2019,SX,9135,PLI,37120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1649745,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,76.7,06/06/2017,SX,24550,PLI,98280,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650105,ME,DISC,285,06/08/2016,ME,EXCAV,70.2,13/09/2016,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,363.8,11/06/2017,SX,78650,PLI,441600,PLI,4830,PLI,107730,SX,34803,,,,,,,,,,,,,,,,,,,RP,363.8,21/06/2020,SX,58170,PLI,451080,PLI,80850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650118,ME,MOUND,9.4,05/08/2016,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,25.2,08/06/2017,PLI,11966,SX,6300,SX,9200,PLI,3610,,,,,,,,,,,,,,,,,,,,,RP,19.7,27/05/2019,PLI,24520,SX,2550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PL,FP,5.6,27/06/2020,PLI,2310,SX,835,PLI,4545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650145,ME,MOUND,30.6,05/08/2016,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,155.2,12/06/2017,PLI,117680,SX,31330,SX,1010,PLI,14220,SX,24990,,,,,,,,,,,,,,,,,,,RP,80.8,25/06/2019,PLI,7980,SX,22475,SX,4480,PLI,22050,SX,10035,LW,38,PLI,22050,LW,2640,PLI,18440,SX,1980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,PL,RP,74.4,14/07/2020,PLI,33660,SX,7150,PLI,25170,PLI,17340,SX,5250,SX,23015,,,,,,,,,,,,,,,,,,,,,,,,,,
1650181,ME,MOUND,6.9,05/08/2016,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,62,13/06/2017,SX,19200,PLI,45120,PLI,514,SX,3690,SX,570,SX,1905,PLI,2730,,,,,,,,,,,,,,,RP,62.1,30/06/2020,PLI,54920,SX,7920,PLI,3300,SX,23600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650220,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,7.3,25/05/2017,PLI,9135,SX,4095,,,,,,,,,,,,,,,,,,,,,,,,,PL,7.3,06/05/2019,PLI,13320,SX,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650296,ME,DISC,113,25/09/2018,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,113,15/05/2019,PLI,158910,SX,66816,,,,,,,,,,,,,,,,,,,,,,,,,PL,113,03/06/2017,PLI,57960,PLI,3465,PLI,1260,SX,49140,PLI,36480,PLI,15120,PLI,24150,SX,16065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650297,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,4.5,03/06/2017,PLI,8000,SX,2920,,,,,,,,,,,,,,,,,,,,,,,,,PL,18.3,10/05/2019,PLI,25600,SX,11025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650349,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,174,04/06/2017,PLI,9780,SX,4275,PLI,221420,SX,109535,,,,,,,,,,,,,,,,,,,,,FP,143.8,17/05/2019,PLI,130484,SX,57469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650472,ME,DISC,126.8,23/07/2016,ME,EXCAV,15.5,13/09/2016,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,258.2,09/06/2017,PLI,3365,PLI,231160,PLI,28080,PLI,28580,PLI,110130,PLI,60095,PLI,22365,,,,,,,,,,,,,,,RP,258.2,26/06/2020,PLI,6825,PLI,4620,PLI,289810,SX,1260,PLI,74120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650799,ME,DISC,175.6,30/06/2016,ME,EXCAV,67.1,13/09/2016,3,ME,DISC,93,30/06/2016,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,342.2,11/06/2017,SX,25010,PLI,106625,SX,2000,SX,64730,SX,12400,PLI,415585,,,,,,,,,,,,,,,,,RP,41.7,26/06/2020,PLI,20520,PLI,4895,PLI,835,PLI,3630,PLI,19800,SX,710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,PL,RP,300.5,26/06/2020,PLI,6000,PLI,42950,PLI,413430,PLI,6880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650922,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650926,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650930,ME,CHAIN,24.3,29/06/2015,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650976,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1650999,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651185,ME,CHAIN,143.1,10/06/2016,NA,NA,0,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651193,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651199,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,37.4,02/06/2017,SX,2190,PLI,54080,SX,13545,,,,,,,,,,,,,,,,,,,,,,,PL,33,18/05/2019,SX,17866,PLI,43360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651213,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651230,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,18.7,19/05/2017,PLI,27090,SX,6615,,,,,,,,,,,,,,,,,,,,,,,,,PL,18.7,09/05/2019,SX,7560,PLI,29880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651303,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,1.4,22/05/2017,SX,630,PLI,2205,,,,,,,,,,,,,,,,,,,,,,,,,PL,38.1,16/05/2016,PLI,6960,SX,12800,PLI,45445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651311,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,PL,115.8,11/05/2019,PLI,7680,SX,3150,PLI,208440,SX,23310,,,,,,,,,,,,,,,,,,,,,PL,100,07/06/2017,SX,840,SX,8190,PLI,166950,SX,9450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1651366,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656520,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1656521,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,NA,0,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
