"","Plot_ID","AOS_year","AOS_pest","AOS_severity","Burn_status","dNBR_count","dNBR_mean","dNBR_median","dNBR_min","dNBR_max","dNBR_range","Fire_ID","Fire_Name","CBI_A","CBI_B","CBI_C","CBC_D","CBI_US","CBI_OS","CBI_TOT","Elevation","Aspect","Slope_.","UTM_Zone","Sam_SPEC_CD_1","Sam_SPEC_PCT_1","Sam_SPEC_CD_2","Sam_SPEC_PCT_2","Sam_SPEC_CD_3","Sam_SPEC_PCT_3","satellite","PLI_PC","SX_PC","BL_PC","FDI_PC","SB_PC","SE_PC","AT_PC","ACT_PC","conifer_PC","broadleaf_PC","CBI_dNBR_VRI_March2021_csv_new_test","CBI_dNBR_VRI_March2021_csv_AOS_YEAR","CBI_dNBR_VRI_March2021_csv_AOS_FHF","CBI_dNBR_VRI_March2021_csv_AOS_SEV","BUFF_DIST","FEATURE_ID","MAP_ID","POLYGON_ID","OPENING_IND","POLYGON_AREA","SURFACE_EXPRESSION","MODIFYING_PROCESS","SITE_POSITION_MESO","SOIL_NUTRIENT_REGIME","BCLCS_LEVEL_2","BCLCS_LEVEL_3","BCLCS_LEVEL_4","BCLCS_LEVEL_5","REFERENCE_YEAR","ATTRIBUTION_BASE_DATE","PROJECTED_DATE","SHRUB_HEIGHT","SHRUB_CROWN_CLOSURE","SHRUB_COVER_PATTERN","HERB_COVER_TYPE","HERB_COVER_PATTERN","HERB_COVER_PCT","BRYOID_COVER_PCT","NON_VEG_COVER_PATTERN_1","NON_VEG_COVER_PCT_1","NON_VEG_COVER_TYPE_1","NON_VEG_COVER_PATTERN_2","NON_VEG_COVER_PCT_2","NON_VEG_COVER_TYPE_2","NON_VEG_COVER_PATTERN_3","NON_VEG_COVER_PCT_3","NON_VEG_COVER_TYPE_3","NON_VEG_COVER_SUM","LAND_COVER_CLASS_CD_1","EST_COVERAGE_PCT_1","SOIL_MOISTURE_REGIME_1","LAND_COVER_CLASS_CD_2","EST_COVERAGE_PCT_2","SOIL_MOISTURE_REGIME_2","LAND_COVER_CLASS_CD_3","EST_COVERAGE_PCT_3","SOIL_MOISTURE_REGIME_3","ORG_UNIT_CODE","BEC_ZONE_CODE","BEC_SUBZONE","BEC_VARIANT","BEC_PHASE","EARLIEST_NONLOGGING_DIST_TYPE","EARLIEST_NONLOGGING_DIST_DATE","STAND_PERCENTAGE_DEAD","FREE_TO_GROW_IND","HARVEST_DATE","QUAD_DIAM_125","EST_SITE_INDEX_SPECIES_CD","EST_SITE_INDEX","CROWN_CLOSURE","CROWN_CLOSURE_CLASS_CD","SITE_INDEX","BASAL_AREA","VRI_LIVE_STEMS_PER_HA","VRI_DEAD_STEMS_PER_HA","TREE_COVER_PATTERN","VERTICAL_COMPLEXITY","SPECIES_CD_1","SPECIES_PCT_1","SPECIES_CD_2","SPECIES_PCT_2","SPECIES_CD_3","SPECIES_PCT_3","SPECIES_CD_4","SPECIES_PCT_4","SPECIES_CD_5","SPECIES_PCT_5","SPECIES_CD_6","SPECIES_PCT_6","PROJ_AGE_1","PROJ_AGE_CLASS_CD_1","PROJ_AGE_2","PROJ_AGE_CLASS_CD_2","PROJ_HEIGHT_1","PROJ_HEIGHT_CLASS_CD_1","PROJ_HEIGHT_2","PROJ_HEIGHT_CLASS_CD_2","LIVE_VOL_PER_HA_SPP1_125","LIVE_VOL_PER_HA_SPP2_125","LIVE_VOL_PER_HA_SPP3_125","LIVE_VOL_PER_HA_SPP4_125","LIVE_STAND_VOLUME_125","DEAD_STAND_VOLUME_125","WHOLE_STEM_BIOMASS_PER_HA","BRANCH_BIOMASS_PER_HA","FOLIAGE_BIOMASS_PER_HA","BARK_BIOMASS_PER_HA","UTM_E","UTM_N","OPENING_ID","OPENING_ST","APPROVE_DA","DISTURBANC","DISTURBA_1","DENUDATION","DENUDATI_1","DENUDATI_2","DENUDATI_3","DENUDATI_4","DENUDATI_5","DENUDATI_6","DENUDATI_7","DENUDATI_8","DENUDATI_9","DENUDAT_10","SITE_PREP_","SITE_PREP1","SITE_PRE_1","SITE_PRE_2","SITE_PRE_3","SITE_PRE_4","SITE_PRE_5","PLANTING_1","PLANTING_2","PLANTING_3","PLANTING_4","PLANTING_5","PLANTING_6","PLANTING_C","BRUSHING_T","BRUSHING_1","BRUSHING_C","BRUSHING_2","SPACING_TR","SPACING_CO","SPACING__1","FERTILIZAT","FERTILIZ_1","FERTILIZ_2","PRUNING_TR","PRUNING_CO","PRUNING__1","SLOPE","ASPECT","coords.x1","coords.x2","optional"
"214","BS153",2006,"IBM","M","High",7,0.651926254,0.660960436,0.453530431,0.791309416,0.337778986,"R21721","Nadina",2.25,1.63,1.88,1.9,1.92,1.9,1.91,756.317871,"flat","0",9,"AT",75,"SX",20,"ACT",5,"Sentinel 2",0,20,0,0,0,0,75,5,20,80,100,2006,"IBM","M",30,10812147,"093L007",33388781,"N",5.9,"P","U","F","D","N","U","SL","OP",2013,2015-02-15,2016-01-01,1.8,35,8,"HE",3,35,NA,2,25,"RZ",2,1,"RI",NA,NA,"",26,"SL",75,5,"RZ",25,1,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,NA,"AT",22,2,0,22,0,30,1,1,2,"AT",100,"",NA,"",NA,"",NA,NA,NA,NA,NA,13,1,NA,NA,6.7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,654224,5987371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,957741.785023956,1001093.19317731,TRUE
"57","BS043A",2006,"IBM","M","High",4,0.717349127,0.724056482,0.663698614,0.757584929,0.093886316,"R11796","Verdun",0.75,1.63,2,1.5,1.46,1.5,1.47,896.343567,"180","15",10,"AT",70,"SX",30,"",0,"Sentinel 2",0,30,0,0,0,0,70,0,30,70,100,2006,"IBM","M",30,13390313,"093F081",11890162,"N",8.6,"P","N","F","C","N","W","ST","DE",2012,2016-01-07,2016-01-01,2.5,80,3,"HG",3,10,NA,2,5,"RI",NA,NA,"",NA,NA,"",5,"ST",100,7,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,NA,"",NA,NA,NA,NA,NA,NA,0,NA,NA,"",NA,"",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307918,5974420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005082.39468291,986512.35131897,TRUE
"58","BS043A",2006,"IBM","M","High",4,0.717349127,0.724056482,0.663698614,0.757584929,0.093886316,"R11796","Verdun",0.75,1.63,2,1.5,1.46,1.5,1.47,896.343567,"180","15",10,"AT",70,"SX",30,"",0,"Sentinel 2",0,30,0,0,0,0,70,0,30,70,100,2006,"IBM","M",30,13503709,"093F081",17510534,"N",11.6,"N","N","T","D","T","U","TM","SP",2012,2016-01-17,2016-01-01,2.5,50,3,"HG",3,20,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TM",50,4,"ST",50,7,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,14.647,"AT",20,10,1,20,7.98133,699,0,7,2,"AT",70,"SX",30,"",NA,"",NA,NA,NA,NA,NA,29,2,74,4,12.9,2,18.5,2,5.535,15.11,NA,NA,20.645,NA,19.649,3.563,1.195,3.519,307918,5974420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1005082.39468291,986512.35131897,TRUE
"60","BS044A",2006,"IBM","M","High",7,0.7758126,0.771481395,0.63612926,0.86840421,0.23227495,"R11796","Verdun",2.9,2.75,2.88,2.2,2.85,2.2,2.67,949.024658,"340","3",10,"SX",100,"",0,"",0,"Sentinel 2",0,100,0,0,0,0,0,0,100,0,100,2006,"IBM","M",30,13390125,"093F081",12469282,"N",4.8,"N","N","T","C","N","U","ST","OP",2012,2016-01-26,2016-01-01,2,60,3,"HG",3,20,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",50,6,"SL",50,7,NA,NA,NA,"DND","SBS","dk",NA,NA,"IBM",2012-01-01,92,"N",NA,19.561,"",NA,5,0,23.8,2.23137,100,500,3,3,"SX",100,"",NA,"",NA,"",NA,NA,NA,NA,NA,44,3,NA,NA,16.5,2,NA,NA,7.961,NA,NA,NA,7.961,206.11,4.152,0.823,0.435,0.459,307543,5972834,1211390,"FG",2008-09-29,2006-12-06,2018-09-01,"L","CLEAR",NA,"REMOV",2007-03-30,"B",NA,NA,NA,2018-09-01,2,NA,0,NA,NA,0,NA,0,"PL",16.8,2012-06-16,"PL",207.3,2011-07-25,2,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.7,3.4,1004775.66340559,984907.679936625,TRUE
"61","BS044A",2006,"IBM","M","High",7,0.7758126,0.771481395,0.63612926,0.86840421,0.23227495,"R11796","Verdun",2.9,2.75,2.88,2.2,2.85,2.2,2.67,949.024658,"340","3",10,"SX",100,"",0,"",0,"Sentinel 2",0,100,0,0,0,0,0,0,100,0,100,2006,"IBM","M",30,13390171,"093F081",14989372,"Y",206.7,"N","N","M","C","T","U","TC","SP",2013,2016-01-07,2016-01-01,0.5,30,3,"HF",3,50,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",2006-12-06,NA,"PLI",20,10,1,20,0,6404,0,9,1,"PLI",80,"SX",20,"",NA,"",NA,NA,NA,NA,NA,6,1,6,1,1.1,1,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,307543,5972834,1211390,"FG",2008-09-29,2006-12-06,2018-09-01,"L","CLEAR",NA,"REMOV",2007-03-30,"B",NA,NA,NA,2018-09-01,2,NA,0,NA,NA,0,NA,0,"PL",16.8,2012-06-16,"PL",207.3,2011-07-25,2,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,1.7,3.4,1004775.66340559,984907.679936625,TRUE
"62","BS045",2006,"IBM","M","Medium",7,0.556985808,0.560766816,0.484896094,0.614075243,0.12917915,"R11796","Verdun",1.3,1.5,3,1.6,1.88,1.6,1.81,952.253052,"200","8",10,"AT",95,"SX",5,"",0,"Sentinel 2",0,5,0,0,0,0,95,0,5,95,100,2006,"IBM","M",30,13390885,"093F081",22257172,"N",14.3,"N","N","U","C","T","U","TB","OP",2014,2016-01-26,2016-01-01,1.1,15,3,"HE",3,55,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",90,4,"HE",10,3,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,19.942,"",NA,30,3,10.9,18.168381,630,50,8,3,"AT",95,"SX",5,"",NA,"",NA,NA,NA,NA,NA,136,7,136,7,19.1,2,20.2,3,42.458,5.942,NA,NA,48.4,NA,54.501,9.411,2.093,11.664,309214,5969089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006598.54002481,981226.96993429,TRUE
"63","BS046",2006,"IBM","M","High",7,0.676221124,0.686546028,0.631155133,0.727553844,0.096398711,"R11796","Verdun",2.38,1.75,3,1.9,2.38,1.9,2.24,953.941956,"229","12",10,"AT",98,"SX",2,"",0,"Sentinel 2",0,2,0,0,0,0,98,0,2,98,100,2006,"IBM","M",30,13391147,"093F081",22236445,"N",2.1,"N","N","M","C","T","U","TB","OP",2012,2016-01-26,2016-01-01,0.4,30,3,"HE",3,30,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",90,4,"SL",10,3,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,21.59,"",NA,35,3,16.2,25.303181,729,0,7,2,"AT",98,"SX",2,"",NA,"",NA,NA,NA,NA,NA,79,4,104,6,20.5,3,22.7,3,102.619,3.79,NA,NA,106.409,NA,82.299,14.146,2.995,17.874,309200,5967914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006634.13352124,980049.324207514,TRUE
"64","BS047",2006,"IBM","M","Medium",6,0.751781166,0.776688844,0.598805904,0.851940632,0.253134727,"R11796","Verdun",1.2,1.38,0,1.8,0.88,1.8,1.14,953.615356,"268","21",10,"AT",100,"",0,"",0,"Sentinel 2",0,0,0,0,0,0,100,0,0,100,100,2006,"IBM","M",30,13390172,"093F081",21566603,"N",4.6,"N","N","M","C","T","U","TB","OP",2012,2016-01-07,2016-01-01,0.7,30,3,"HF",3,20,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,22.326,"",NA,40,4,14.6,31.912169,859,0,8,2,"AT",100,"",NA,"",NA,"",NA,NA,NA,NA,NA,104,6,NA,NA,21.4,3,NA,NA,120.356,NA,NA,NA,120.356,NA,106.477,18.245,3.726,23.357,309121,5968037,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006550.23360828,980169.19143864,TRUE
"65","BS048",2006,"IBM","M","Medium",7,0.610732121,0.601998448,0.560442269,0.711944044,0.151501775,"R11796","Verdun",1.8,2.63,3,1.75,2.42,1.75,2.26,953.456726,"260","2",10,"AT",90,"SX",5,"PLI",5,"Sentinel 2",5,5,0,0,0,0,90,0,10,90,100,2006,"IBM","M",30,13389496,"093F081",18836564,"N",6.2,"N","N","M","C","T","U","TB","OP",2012,2016-01-26,2016-01-01,0.5,30,3,"HF",3,20,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,19.889,"",NA,40,4,14.9,28.32468,963,0,9,2,"AT",90,"SX",5,"PLI",5,"",NA,NA,NA,NA,NA,79,4,104,6,19,2,22.2,3,90.387,10.249,10.255,NA,110.891,NA,85.901,14.523,3.646,17.732,308682,5968029,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1006113.16056721,980142.57540266,TRUE
"66","BS049",2014,"ID6","L","Medium",7,0.264935545,0.231616944,0.100254953,0.437157005,0.336902052,"R11796","Verdun",0,0,0,0,0,0,0,883.215271,"flat","0",10,"PLI",90,"SX",10,"",0,"Sentinel 2",90,10,0,0,0,0,0,0,100,0,100,2014,"ID6","L",30,13389845,"093F081",23257410,"Y",37.1,"N","N","M","C","T","U","TC","OP",2014,2016-01-26,2016-01-01,0.5,10,3,"HF",3,10,NA,2,2,"RZ",NA,NA,"",NA,NA,"",2,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"Y",1984-03-01,13.912,"PLI",20,50,5,20,16.58786,2196,0,9,1,"PLI",90,"SX",10,"",NA,"",NA,NA,NA,NA,NA,30,2,20,1,12,2,2.8,1,13.458,0,NA,NA,13.458,NA,31.077,3.483,3.054,3.094,309544,5969549,-586420000,"FG",1984-03-01,1984-03-01,1985-01-01,"L",NA,NA,NA,1985-01-01,NA,NA,NA,NA,NA,1,"ME",8,1985-08-01,"ME",18,1985-08-01,2,"PL",35,1986-06-01,NA,0,NA,1,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,2,20.9,1006907.94763546,981701.759702931,TRUE
"67","BS050",2014,"ID6","L","Medium",7,0.412290688,0.386989385,0.293530285,0.566085219,0.272554934,"R11796","Verdun",2.7,2.5,2.13,2,2.46,2,2.33,891.221008,"78","7",10,"SX",70,"AT",20,"PLI",10,"Sentinel 2",10,70,0,0,0,0,20,0,80,20,100,2014,"ID6","L",30,13108894,"093F083",50780684,"Y",25.3,"N","N","M","C","T","U","TC","OP",2009,2015-07-13,2016-01-01,0.4,12,6,"HE",8,50,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"Y",1967-12-01,0,"",NA,30,3,21.3,19.699791,3082,0,8,1,"SX",70,"AT",20,"PLI",10,"",NA,NA,NA,NA,NA,38,2,29,2,11.3,2,14.4,2,0,4.469,1.595,NA,6.064,NA,36.142,6.424,2.99,5.125,331487,5974230,-587930000,"FG",1967-12-01,1967-12-01,1974-01-01,"L",NA,NA,NA,1974-01-01,NA,NA,NA,NA,NA,1,NA,0,NA,NA,0,NA,0,NA,0,NA,NA,0,NA,0,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,4.6,17,1028574.90856929,987321.28398591,TRUE
"68","BS051",2014,"ID6","L","Unburned",7,0.037209958,-0.027088046,-0.048634768,0.319351226,0.367985994,"R11796","Verdun",0,0,0,0,0,0,0,1010.150024,"30","6",10,"SX",80,"PLI",20,"",0,"Sentinel 2",20,80,0,0,0,0,0,0,100,0,100,2014,"ID6","L",30,13108313,"093F083",53030496,"Y",7.8,"N","N","M","C","T","U","TC","OP",2012,2015-10-22,2016-01-01,0.3,2,3,"HE",6,5,NA,2,4,"RZ",NA,NA,"",NA,NA,"",4,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"Y",1964-12-01,0,"SX",20,50,5,10.6,22.705151,3461,350,8,1,"SX",80,"PLI",20,"",NA,"",NA,NA,NA,NA,NA,60,3,30,2,8.9,1,14,2,0,8.627,NA,NA,8.627,NA,29.7,5.014,3.045,3.17,331648,5973857,-587430000,"FG",1964-12-01,1964-12-01,1969-01-01,"L","SELEC","SIN","REMOV",1969-01-01,NA,NA,NA,NA,NA,1,"MA",10,1969-01-01,"BU",10,1970-01-01,2,"PL",10,1971-01-01,NA,0,NA,1,"BI",10,1983-11-01,1,0,NA,0,0,NA,0,0,NA,0,6.7,12.9,1028751.09054227,986954.4166797,TRUE
"69","BS052",2006,"IBM","L","Medium",7,0.522436913,0.524060369,0.430718392,0.612972915,0.182254523,"R11796","Verdun",3,2.13,0,0,1.81,0,1.31,990.266296,"198","17",10,"SX",100,"",0,"",0,"Sentinel 2",0,100,0,0,0,0,0,0,100,0,100,2006,"IBM","L",30,13504096,"093F082",17218176,"N",28.2,"N","N","M","C","N","U","SL","OP",2015,2015-12-14,2016-01-01,0.5,60,8,"HE",3,20,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"SL",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"IBM",2015-01-01,92,"N",NA,23.017,"PLI",20,3,0,16.3,2.99561,74,875,3,3,"PLI",100,"",NA,"",NA,"",NA,NA,NA,NA,NA,131,7,NA,NA,24.1,3,NA,NA,22.151,NA,NA,NA,22.151,290.599,11.61,1.282,1.139,1.154,325787,5970065,1679356,"APP",2017-01-04,2015-02-24,2018-09-01,"L","CLEAR",NA,"REMOV",2015-10-30,"L","CCRES",NA,"REMOV",2015-10-30,3,NA,0,NA,NA,0,NA,0,"PL",70.1,2017-06-06,NA,0,NA,2,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,10.4,223,1023070.9348512,982907.034219279,TRUE
"70","BS052",2006,"IBM","L","Medium",7,0.522436913,0.524060369,0.430718392,0.612972915,0.182254523,"R11796","Verdun",3,2.13,0,0,1.81,0,1.31,990.266296,"198","17",10,"SX",100,"",0,"",0,"Sentinel 2",0,100,0,0,0,0,0,0,100,0,100,2006,"IBM","L",30,13292389,"093F082",20308321,"N",14.9,"N","N","M","D","N","U","SL","OP",2012,2016-01-26,2016-01-01,1,60,7,"HE",3,20,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"SL",100,5,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"IBM",2012-01-01,79,"N",NA,26.616,"",NA,7,1,12.2,9.87344,192,800,3,3,"SX",100,"",NA,"",NA,"",NA,NA,NA,NA,NA,154,8,NA,NA,26.4,3,NA,NA,62.541,NA,NA,NA,62.541,292.708,28.05,5.563,2.938,3.099,325787,5970065,1679356,"APP",2017-01-04,2015-02-24,2018-09-01,"L","CLEAR",NA,"REMOV",2015-10-30,"L","CCRES",NA,"REMOV",2015-10-30,3,NA,0,NA,NA,0,NA,0,"PL",70.1,2017-06-06,NA,0,NA,2,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,10.4,223,1023070.9348512,982907.034219279,TRUE
"71","BS053",2006,"IBM","L","High",7,0.729077211,0.739864111,0.624533117,0.807693422,0.183160305,"R11796","Verdun",2.1,2.5,2.88,0,2.46,0,1.78,866.207031,"flat","0",10,"PLI",70,"SX",30,"",0,"Sentinel 2",70,30,0,0,0,0,0,0,100,0,100,2006,"IBM","L",30,13292886,"093F082",21318022,"Y",52.8,"N","N","M","C","T","U","TC","SP",2008,2015-12-26,2016-01-01,0.5,30,3,"HF",3,50,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",2007-07-01,NA,"PLI",19,10,1,19,0,1516,0,9,1,"PLI",70,"SX",30,"",NA,"",NA,NA,NA,NA,NA,9,1,9,1,2,1,0.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,326091,5969656,1168196,"FG",2008-02-29,2007-07-02,2008-02-11,"L","CCRES",NA,"REMOV",2008-02-11,NA,NA,NA,NA,NA,1,"ME",7.5,2008-05-29,NA,0,NA,1,"PL",103.7,2008-06-03,"RO",16.4,2009-05-22,2,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,3.5,274,1023391.11572783,982510.16963698,TRUE
"72","BS054",2014,"ID6","L","",7,-0.103282222,-0.103781462,-0.116238654,-0.089519203,0.026719451,"R11796","Verdun",0,0,0,0,0,0,0,946.514709,"flat","0",10,"PLI",93,"SX",5,"AT",2,"Sentinel 2",93,5,0,0,0,0,2,0,98,2,100,2014,"ID6","L",30,13504054,"093F082",98780745,"Y",25,"M","N","M","C","T","U","TC","OP",2012,2015-12-01,2016-01-01,0.5,5,3,"HF",3,5,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"Y",1986-03-01,16.773,"PLI",19,50,5,19,30.825062,1979,0,9,1,"PLI",93,"SX",5,"AT",2,"",NA,NA,NA,NA,NA,27,2,23,2,10.1,1,3.8,1,64.976,0,0.935,NA,65.911,NA,45.643,5.146,4.428,4.647,322714,5974829,-586820000,"FG",1986-03-01,1986-03-01,1987-01-01,"L",NA,NA,NA,1987-01-01,NA,NA,NA,NA,NA,1,"ME",19,1988-10-01,NA,0,NA,1,"PL",19,1989-05-01,NA,0,NA,1,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,5.2,353.5,1019807.79862327,987549.456943598,TRUE
"73","BS055",2003,"IBM","S","High",7,1.029895016,1.040874481,0.866428375,1.121468306,0.25503993,"R11796","Verdun",2.38,2.63,2.63,2.2,2.54,2.2,2.44,1055.954346,"278","8",10,"PLI",80,"SX",17,"AT",3,"Sentinel 2",80,17,0,0,0,0,3,0,97,3,100,2003,"IBM","S",30,13998150,"093F082",96008744,"Y",19.2,"N","N","C","C","T","U","TC","OP",2014,2015-11-25,2016-01-01,0.5,20,6,"HF",6,10,NA,2,2,"ES",NA,NA,"",NA,NA,"",2,"TC",100,4,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"Y",1986-03-01,0,"PLI",19,40,4,19,15.714291,2687,0,9,1,"PLI",80,"SX",17,"AT",3,"",NA,NA,NA,NA,NA,28,2,16,1,10.5,2,3,1,0,0,0,NA,0,NA,27.139,3.382,2.638,2.835,321706,5971261,-587160000,"FG",1993-10-18,1993-11-05,1995-01-01,"L","SELEC","GRP","REMOV",1995-01-01,NA,NA,NA,NA,NA,1,"GS",1.8,1995-06-01,NA,0,NA,1,"PL",1.8,1996-05-21,NA,0,NA,1,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,6.3,262.9,1018953.99657321,983932.256661188,TRUE
"74","BS055",2003,"IBM","S","High",7,1.029895016,1.040874481,0.866428375,1.121468306,0.25503993,"R11796","Verdun",2.38,2.63,2.63,2.2,2.54,2.2,2.44,1055.954346,"278","8",10,"PLI",80,"SX",17,"AT",3,"Sentinel 2",80,17,0,0,0,0,3,0,97,3,100,2003,"IBM","S",30,13291766,"093F082",95678778,"Y",1.8,"N","N","U","C","T","U","TC","OP",2008,2015-12-29,2016-01-01,0.5,20,3,"HF",3,20,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TC",100,3,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"Y",1993-11-05,14.004,"PLI",22,50,5,22,5.15887,656,0,9,1,"PLI",80,"SX",20,"",NA,"",NA,NA,NA,NA,NA,21,2,18,1,9.4,1,2.4,1,3.23,0.073,NA,NA,3.303,NA,8.211,1.018,0.814,0.83,321706,5971261,-587160000,"FG",1993-10-18,1993-11-05,1995-01-01,"L","SELEC","GRP","REMOV",1995-01-01,NA,NA,NA,NA,NA,1,"GS",1.8,1995-06-01,NA,0,NA,1,"PL",1.8,1996-05-21,NA,0,NA,1,NA,0,NA,0,0,NA,0,0,NA,0,0,NA,0,6.3,262.9,1018953.99657321,983932.256661188,TRUE
"75","BS056",2006,"IBM","M","High",7,0.708005173,0.717691243,0.62005651,0.766863704,0.146807194,"R11796","Verdun",1.6,2.38,2.88,0.8,2.23,0.8,1.83,971.039062,"210","15",10,"AT",80,"SX",20,"",0,"Sentinel 2",0,20,0,0,0,0,80,0,20,80,100,2006,"IBM","M",30,13196977,"093F072",904294,"N",3.2,"N","N","L","D","T","U","TB","SP",2012,2015-10-01,2016-01-01,1.2,30,3,"HG",3,20,NA,NA,NA,"",NA,NA,"",NA,NA,"",0,"TB",100,5,"",NA,NA,NA,NA,NA,"DND","SBS","dk",NA,NA,"",NA,NA,"N",NA,26.355,"",NA,10,1,14.7,13.999479,242,10,8,3,"AT",80,"SX",20,"",NA,"",NA,NA,NA,NA,NA,154,8,164,8,25.2,3,27.4,3,44.149,23.417,NA,NA,67.566,NA,55.825,9.843,2.669,11.128,322506,5963628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020073.13679195,976319.374175589,TRUE
